,hosQuad,Class
45192,have ever had a,0
45193,drink where to go,0
45194,though they do not,0
45195,service picked me up,0
45196,before  am due t,0
45197,chinese style food most,0
45198,is very relaxing and,0
45199,the car  only  ,0
45200,be back in  day,0
45201,will certainly be loved,0
45202,with us unfortunately the,0
45203,stay on a junior,0
45204,arrangements for the next,0
45205,days stay the room,0
45206,hospitality clubbed with finest,0
45207,spacious modern and technically,0
45208,hotel has been excellent,0
45209,wants very good restaurants,0
45210,great naveen and ratheesh,0
45211,of the very nice,0
45212,planning every minute detail,0
45213,reverberating subwoofer sounds well,0
45214,excellent hotel was fantastic,0
45215,friendly and provides all,0
45216,do backflips to help,0
45217,day had a martini,0
45218,the room i went,0
45219,same is not at,0
45220,the staff remember what,0
45221,is what makes this,0
45222,great and a home,0
45223,making my stay homely,0
45224,bed shower and room,0
45225,not cared at homethen,0
45226,hilton chennai my first,0
45227,of the dear tmacnewyork,0
45228,a fine hotel and,0
45229,before an early flight,0
45230,staff members specially gunja,0
45231,complete waste of money,0
45232,has always been ready,0
45233,finished train construction in,0
45234,hotel rooms are nice,0
45235,pm the terrasse becomes,0
45236,on business shortly after,0
45237,and amazing and the,0
45238,hope to see you,0
45239,and all made are,0
45240,a very special warm,0
45241,staff members make you,0
45242,addressing the service shortfall,0
45243,to the airport has,0
45244,super friendly food in,0
45245,meantime you are also,0
45246,of indian continental asian,0
45247,day felt like a,0
45248,lose ground in hospitality,0
45249,for guests on the,0
45250,was clean well kept,0
45251,bar is very trendy,0
45252,shortterm international business assignment,0
45253,panindian cuisine and cock,0
45254,hilton chennai is very,0
45255,gym the restaurant and,0
45256,stayed during business trip,0
45257,large bathroom very good,0
45258,perfect up to the,0
45259,a short stay but,0
45260,only person checking in,0
45261,indian dishes are available,0
45262,is great for the,0
45263,there is a fantastic,0
45264,and great poverty there,0
45265,internet eat in hotel,0
45266,and absolutely loved the,0
45267,to a quiet room,0
45268,wide selection from the,0
45269,the staff is so,0
45270,secondly you need a,0
45271,drive from airport it,0
45272,is elegant and grand,0
45273,dirty from a flight,0
45274,hilton was good but,0
45275,superbly furnished bed and,0
45276,the airport and close,0
45277,hospitality every time i,0
45278,assured nice hotel that,0
45279,restaurants provided good food,0
45280,conception ie my bedroom,0
45281,would recommend for all,0
45282,beats every one of,0
45283,one who looks it,0
45284,in the breakfast rest,0
45285,future i have stayed,0
45286,and no good waffles,0
45287,have stayed multiple times,0
45288,i didnt get to,0
45289,a lot for our,0
45290,that i need for,0
45291,in indias main cities,0
45292,is an excellent hotel,0
45293,very polite and courteous,0
45294,breakfast for same price,0
45295,beautiful the rooms were,0
45296,rooftop bar at hilton,0
45297,that my stay is,0
45298,wasn’t too sure what,0
45299,them ready for me,0
45300,really well the staff,0
45301,standard  good quality a,0
45302,together will come back,0
45303,thank you each morning,0
45304,every time i come,0
45305,recommend a driver due,0
45306,and travelling from chennai,0
45307,but the hospitality beats,0
45308,of hilton chain of,0
45309,interested in finding out,0
45310,smelly room not exactly,0
45311,had courstesy from hotel,0
45312,choose hilton the staffs,0
45313,and big not too,0
45314,well spread and was,0
45315,this hotel is on,0
45316,making it very convenient,0
45317,poll on the top,0
45318,few names sahil reshma,0
45319,and hospitality given was,0
45320,a stay for just,0
45321,the breakfast buffet was,0
45322,to serve their i,0
45323,an early flight the,0
45324,horns smells dust dirt,0
45325,and quick to serve,0
45326,amazing love the lounge,0
45327,every quarter to check,0
45328,busy place but quiet,0
45329,each morning this was,0
45330,was the only person,0
45331,are no ihg hotels,0
45332,i stayed in but,0
45333,going around and checking,0
45334,the indian dishes made,0
45335,your compliments to my,0
45336,is the amazing staff,0
45337,shortly after the flood,0
45338,as well as serving,0
45339,this place new construction,0
45340,food was also very,0
45341,room was large clean,0
45342,mention  that hotel  ro,0
45343,staff at the appropriate,0
45344,construction in front of,0
45345,have stayed with many,0
45346,top area and dining,0
45347,the services  stayed i,0
45348,one could want  larg,0
45349,as dinner the breakfast,0
45350,excellent the lobby furniture,0
45351,clean staff were extremely,0
45352,we were constantly surprised,0
45353,which is more than,0
45354,pleased with our service,0
45355,bedroom that looks into,0
45356,friendly an ideal location,0
45357,for a beer i,0
45358,even more rewarding as,0
45359,good experience  revathy monic,0
45360,pub you have the,0
45361,very much appreciated thanks,0
45362,room was a delight,0
45363,experience in i stayed,0
45364,unforgettable experiencesand will surely,0
45365,chefs are more than,0
45366,of times during my,0
45367,great stay the service,0
45368,noice great bar and,0
45369,station made in the,0
45370,floor with a birds,0
45371,my dad being a,0
45372,very beautiful the rooms,0
45373,she helped me find,0
45374,our concierge athul was,0
45375,at this hotel visited,0
45376,was excellent the lounge,0
45377,executive center employees to,0
45378,clean room friendly service,0
45379,at the business centre,0
45380,spacious and clean we,0
45381,ashkar who made me,0
45382,not disappointed at all,0
45383,bathrooms which is very,0
45384,back in dear guest,0
45385,professional and caring and,0
45386,are the outstanding feature,0
45387,wonderful view of the,0
45388,in front the hotel,0
45389,them they sense our,0
45390,and places to eat,0
45391,thanks again especially for,0
45392,a celebration cake boxes,0
45393,needed for one nights,0
45394,out we witnessed the,0
45395,though spread could had,0
45396,comments regarding the checkin,0
45397,everything else is really,0
45398,to reach hotel from,0
45399,had to repeat it,0
45400,the rainshower the pool,0
45401,me to have the,0
45402,was of the highest,0
45403,checkin was ok except,0
45404,small bathroom footprint tv,0
45405,no complaints whatsoever easily,0
45406,mothi pawan rajinikanth anandi,0
45407,had no time for,0
45408,i was a little,0
45409,executive lounge as well,0
45410,there way to alter,0
45411,hairdryer i have ever,0
45412,the check in and,0
45413,and it looks like,0
45414,was good paul chef,0
45415,there to attain a,0
45416,a period of  lon,0
45417,salt the same is,0
45418,family we stayed there,0
45419,speak to me regarding,0
45420,the hotel which worked,0
45421,enough after staying four,0
45422,floor with lounge access,0
45423,awesome the staff is,0
45424,my room through ceiling,0
45425,a wonderful view of,0
45426,also within  km mi,0
45427,good business hotel should,0
45428,thumping music coming very,0
45429,and finish our purchase,0
45430,and heat there is,0
45431,is very little atmosphere,0
45432,great rooms were clean,0
45433,at ayna is one,0
45434,any of the construction,0
45435,too people that i,0
45436,running hot and cold,0
45437,time to remember my,0
45438,over the povity below,0
45439,at hilton chennai you,0
45440,room too the sound,0
45441,again soon yours sincerely,0
45442,hilton chennai special mention,0
45443,was all fun as,0
45444,visited places of interest,0
45445,chose hilton chennai rather,0
45446,has very courteous staff,0
45447,good but rooms are,0
45448,grand the reception very,0
45449,pax nice ambience good,0
45450,very pleasantly surprised very,0
45451,staffs are excellent and,0
45452,olympia technology park its,0
45453,any requeststhe rooftop are,0
45454,hilton proves that is,0
45455,a conference at this,0
45456,large bathroom the bedroom,0
45457,i was there at,0
45458,indian restaurant and the,0
45459,will definitely come back,0
45460,tourism and to meet,0
45461,and have stayed here,0
45462,amazing and the guests,0
45463,definitely get a bit,0
45464,business stay in this,0
45465,and really clean with,0
45466,wont have to go,0
45467,of the concierge athil,0
45468,and other areas pool,0
45469,more than the facilities,0
45470,so cool and peaceful,0
45471,and the atmosphere of,0
45472,and chose this hotel,0
45473,attending a two day,0
45474,of options very supporting,0
45475,comfortable stay here and,0
45476,great hospitality friendly and,0
45477,one in london near,0
45478,of chennai one should,0
45479,very promptly to take,0
45480,of this world they,0
45481,every time i am,0
45482,travel agency  room wa,0
45483,that as a hilton,0
45484,an exceptional team we,0
45485,have a bad word,0
45486,i have travelled to,0
45487,the breakfast and dinner,0
45488,at the level they,0
45489,session was very good,0
45490,special diet and it’s,0
45491,at  pm and withi,0
45492,did make the right,0
45493,i got a raw,0
45494,has lot of mosquitos,0
45495,definitely reasonable the food,0
45496,good service clean and,0
45497,the hhonors program an,0
45498,for me and sometimes,0
45499,was outstanding and the,0
45500,other star hotel mr,0
45501,conditioning perfect for getting,0
45502,nice qbar in the,0
45503,have his food anytime,0
45504,really good the executive,0
45505,and i had faced,0
45506,requests the room was,0
45507,had a more delicious,0
45508,the staff attentive and,0
45509,here for one night,0
45510,as much as i,0
45511,menu and the staff,0
45512,stay needs were easily,0
45513,was simply super though,0
45514,remains great as ever,0
45515,get is beyond expectation,0
45516,make this our soft,0
45517,i would talk daily,0
45518,so had very little,0
45519,finished for india contemporary,0
45520,the restaurants is very,0
45521,while intercontinental hotel group,0
45522,assured of an excellent,0
45523,again restaurant buffet is,0
45524,good but because of,0
45525,as always the people,0
45526,was smooththe staff were,0
45527,a roof top bar,0
45528,courteous as a added,0
45529,my luggage was taken,0
45530,into hilton to have,0
45531,of what to expect,0
45532,restaurants is very good,0
45533,cake walk from meet,0
45534,but your staffs askhar,0
45535,the hilton chennai one,0
45536,without even asking for,0
45537,designed and refreshing this,0
45538,swanky property not too,0
45539,in the city crafted,0
45540,closing quite early seriously,0
45541,found was a warmth,0
45542,i would be on,0
45543,painful concern during my,0
45544,gives you a feel,0
45545,she actually made the,0
45546,main roadjust down blow,0
45547,music in the evening,0
45548,as usual i am,0
45549,you really feel at,0
45550,hhonor is even more,0
45551,on entry lobby is,0
45552,the menu and finalising,0
45553,january and it was,0
45554,kurma etc as in,0
45555,travel frequently to chennai,0
45556,i feel this is,0
45557,my go to person,0
45558,my  stars excellent servic,0
45559,their own and it,0
45560,staff i was very,0
45561,also did not like,0
